Sample,Month,Season,Year,Zone,Station,Batch,SecchiDiskDepth,Silica,Sulfate,Temperature,Turbidity,Alkalinity,Ammonia,Pheophytin.a,Chlorophyll.a,TotalDepth,DissolvedOxygen,Nitrate.Nitrite,Phosphate.Ortho,Phosphate.Total,pH,Total.Nitrogen,TN.TP.ratio,Microcystis.Abundance,Microcystin.RR,Microcystin.WR,Microcystin.YR,Microcystin,Microcystin.HILR,Microcystin.HTYR,Microcystin.LA,Microcystin.LF,Microcystin.LR,Microcystin.LW,Microcystin.LY,Anatoxin.a,Cylindrospermopsin,S,N,H,J,inv.D
LZ2_8_21,8,wet,3,Inflow,LZ2,PAIS2,0.4,7.07,23.4,30.6,14.2,84,0.015,2.78,50.5,1.7,5.15,-0.005,0.006,0.138,8,1.91,13.841,0.000357158,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,490,49950,5.420644557,0.87508715,95.79743045
LZ2_10_21,10,wet,3,Inflow,LZ2,PAIS3,0.2,5.28,16.6,27.8,6.4,73,0.013,1.62,26.9,2.2,7,-0.005,0.008,0.088,7.9,1.37,15.568,8.97E-05,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,952,46592,6.179554222,0.900998123,258.8504322
LZ25A_3_19,3,dry,1,Nearshore,LZ25A,LO22,0.2,10.7,22.9,23.4,35.1,103,0.018,0.283,5.61,1,8.29,0.371,0.064,0.154,8.2,1.5,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,11625,4.658075021,0.869597685,52.70475257
LZ25A_4_19,4,dry,1,Nearshore,LZ25A,LO22,0.2,0,0,22.4,51.8,113,0.008,0.544,7.66,1.2,8.05,0.377,0.067,0.174,8.1,1.55,8.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,17260,4.557145102,0.83535781,35.11188135
LZ25A_6_19,6,wet,1,Nearshore,LZ25A,LO22,1,0,0,30.7,3.8,106,0.015,0.089,2.99,1,8.05,0.009,0.026,0.054,8.7,0.779,14.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,15484,4.217035547,0.859694051,35.14060919
LZ25A_7_19,7,wet,1,Nearshore,LZ25A,ELIZA2,0.9,0,0,29.1,6.2,98,-0.005,0.228,7.98,0.9,7.48,-0.005,0.006,0.055,8.4,0.866,15.745,0.002742401,0,0,0,0,0,0,0,0,0,0,0,0,0,541,47567,5.547071058,0.881408152,122.456867
LZ25A_8_19,8,wet,1,Nearshore,LZ25A,LO8382,1,5.83,22.9,28.2,6.3,95,0.008,0.336,7.57,1.2,7.48,0.01,0.021,0.067,8.2,0.869,12.97,7.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,333,42030,4.779616156,0.822916477,61.19329356
LZ25A_9_19,9,wet,1,Nearshore,LZ25A,LO8382,0.7,0,0,29.4,9.6,93,0.017,0.603,13.3,1.5,7.24,0.025,0.018,0.066,8.2,0.951,14.409,0.002205766,0,0,0,0,0,0,0,0,0,0,0,0,0,892,41973,6.102753413,0.898326906,220.2688224
LZ25A_11_19,11,dry,1,Nearshore,LZ25A,ELIZA23,0.4,9.66,24.7,26.4,24.3,102,0.017,0.36,8.46,1.3,7.7,0.372,0.068,0.132,8.3,1.33,10.076,2.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,530,16702,5.513488052,0.878940883,117.2038166
LZ25A_12_19,12,dry,1,Nearshore,LZ25A,ELIZA23,0.6,0,0,17.2,12.7,105,0.01,0.692,29.5,1.3,10.2,-0.005,-0.002,0.06,8.6,1.28,21.333,0.000175887,0,0,0,0,0,0,0,0,0,0,0,0,0,408,16434,5.197716597,0.864662383,78.57923406
LZ25A_1_20,1,dry,2,Nearshore,LZ25A,ELIZA2,0.3,0,0,21.8,27.2,106,0.013,0.163,4.34,1.2,7.97,0.477,0.059,0.122,8.2,1.34,10.984,0.00015076,0,0,0,0,0,0,0,0,0,0,0,0,0,576,58909,5.447099208,0.856986618,98.7563076
LZ25A_2_20,2,dry,2,Nearshore,LZ25A,ELIZA23,0.4,8.27,25,18.5,7,102,0.015,0.144,4.09,0.8,9.4,0.28,0.041,0.07,8.2,1.11,15.857,0.001936551,0,0,0,0,0,0,0,0,0,0,0,0,0,644,50347,5.289867394,0.817890198,85.7362954
LZ25A_3_20,3,dry,2,Nearshore,LZ25A,ELIZA3,0.3,9.62,25.7,19.9,22.3,107,0.015,-0.157,3.21,1,8.8,0.416,0.062,0.118,8,1.37,11.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,32711,4.77692795,0.87496165,61.66234089
LZ25A_4_20,4,dry,2,Nearshore,LZ25A,UNK,0.4,10.4,28.6,25.3,15.9,112,0.007,0.219,6.05,0.8,7.91,0.145,0.055,0.102,8.3,1.12,10.98,0.000244088,0,0,0,0,0,0,0,0,0,0,0,0,0,543,30135,5.332954596,0.846889315,100.7213868
LZ25A_5_20,5,wet,2,Nearshore,LZ25A,UNK,0.9,9.01,27.6,27.1,6.5,108,0.01,0.149,4.86,0.9,7.84,-0.005,0.021,0.056,8.8,0.897,16.018,0.000721496,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,1.5,-0.25,-0.25,-0.25,-0.25,72,19975,3.842630742,0.898510811,34.70599459
LZ25A_7_20,7,wet,2,Nearshore,LZ25A,UNK,1.1,5.72,27.2,30,2.1,109,0.013,0.073,2.35,1.1,6.88,-0.005,0.032,0.054,8.4,0.813,15.056,7.18E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,202,21910,4.631778427,0.872559315,62.96948227
LZ25A_8_20,8,wet,2,Nearshore,LZ25A,UNK,0.8,9.12,25.9,29.9,7.8,98,0.031,0.228,5.83,1,6.62,0.224,0.063,0.094,8.1,1.09,11.596,7.72E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,409,22580,5.017785695,0.834390317,64.97732417
LZ25A_9_20,9,wet,2,Nearshore,LZ25A,UNK,0.3,7.13,19.2,27.8,10.3,82,0.013,0.329,3.45,1.3,6.88,0.271,0.061,0.105,7.8,1.12,10.667,0.000148965,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,766,49433,5.952723618,0.896334939,204.1240181
LZ25A_10_20,10,wet,2,Nearshore,LZ25A,UNK,0.3,8.57,20,27.3,32.9,98,0.008,0.468,4.52,2.4,7.42,0.364,0.068,0.144,8,1.37,9.514,4.67E-05,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,974,76524,6.146397354,0.893188488,197.0680283
LZ25A_11_20,11,dry,2,Nearshore,LZ25A,PAIS1,0.2,9.2,21.4,23.3,57.3,95,0.014,0.544,5.86,2.3,8.35,0.252,0.068,0.187,8.2,1.63,8.717,0.000111275,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,51742,6.143493162,0.887448966,212.213061
LZ25A_12_20,12,dry,2,Nearshore,LZ25A,PAIS1,0.4,9.5,21,20.2,17.9,100,0.008,0.34,10.4,2.2,9.03,0.268,0.069,0.128,8.2,1.17,9.141,0.000138197,0,0,0,0,0,0,0,0,0,0,0,0,0,414,37538,5.197047325,0.862456508,91.10350954
LZ25A_1_21,1,dry,3,Nearshore,LZ25A,PAIS1,0.3,8.4,20.9,18.1,28.3,97,0.007,0.4,6.68,2.3,9.23,0.294,0.061,0.138,8.3,1.42,10.29,0.000190245,0,0,0,0,0,0,0,0,0,0,0,0,0,718,35874,5.577275088,0.848065216,87.57610852
LZ25A_2_21,2,dry,3,Nearshore,LZ25A,PAIS1,0.2,8.2,19.8,21.4,13.2,91,0.007,0.344,8.2,1.3,9.36,0.303,0.058,0.088,8.3,1.21,13.75,8.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,377,32961,4.894458405,0.825060032,69.86185599
LZ25A_3_21,3,dry,3,Nearshore,LZ25A,PAIS1,0.3,9.14,21.3,19.4,52.8,108,0.006,0.576,5.22,1.4,9.13,0.318,0.067,0.189,8.1,1.82,9.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,45049,6.161417091,0.900860928,226.6675022
LZ25A_4_21,4,dry,3,Nearshore,LZ25A,PAIS3,0.3,9.95,22.2,21.7,31,100,0.009,0.524,18.4,2,8.74,0.355,0.074,0.155,8.4,1.31,8.452,0.013665341,0,0,0,0,0,0,0,0,0,0,0,0,0,661,40485,4.945050432,0.76150876,23.5350615
LZ25A_5_21,5,wet,3,Nearshore,LZ25A,PAIS3,0.2,10.2,22.3,28,17.4,98,0.008,0.397,7.34,2,7.57,0.175,0.06,0.118,8.4,1.07,9.068,0.0043541,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.68,-0.25,-0.1,-0.25,-0.1,709,42151,5.548451482,0.845303718,102.1404456
LZ25A_6_21,6,wet,3,Nearshore,LZ25A,PAIS2,0.4,8.98,22.6,27.4,14.2,99,0.016,0.077,2.66,1.2,6.53,0.253,0.077,0.124,8,1.08,8.71,0.000174092,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,427,52073,5.081264618,0.838937728,74.33515679
LZ25A_7_21,7,wet,3,Nearshore,LZ25A,PAIS1,0.7,8.99,22.5,27.4,9.7,99,0.033,0.254,3.01,1.3,7.27,0.125,0.062,0.096,8.3,0.911,9.49,0.000262036,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.25,-0.25,-0.1,-0.25,-0.1,401,32588,5.132274903,0.856240896,87.51641536
LZ25A_10_21,10,wet,3,Nearshore,LZ25A,PAIS3,0.6,9.64,21.2,27.3,9.8,101,0.006,0.221,6.1,2.1,7.67,0.057,0.052,0.086,8.1,0.932,10.837,0.000550993,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.32,-0.25,-0.1,-0.25,-0.1,540,30771,5.371488595,0.853759766,83.57086208
LZ30_4_19,4,dry,1,Pelagic,LZ30,LO22,0.2,0,0,23.2,60.1,115,0.016,1.25,16.6,2.4,8.33,0.092,0.037,0.188,8.3,1.79,9.521,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,362,25224,5.219196054,0.885864093,103.108199
LZ30_5_19,5,wet,1,Pelagic,LZ30,LO22,0.3,11.7,24.4,26.9,24.6,104,0.01,0.156,8.33,1.9,7.8,0.41,0.084,0.142,8.3,1.31,9.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,33342,4.790982362,0.84498818,62.6997684
LZ30_6_19,6,wet,1,Pelagic,LZ30,LO22,0.4,0,0,29.9,22.1,107,0.018,0.628,8.34,1.9,6.84,0.064,0.044,0.1,8.4,0.957,9.57,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,218,20744,4.734059095,0.879202049,75.65742103
LZ30_7_19,7,wet,1,Pelagic,LZ30,LO310,1.4,0,0,29.6,4.8,104,-0.005,0.139,8.51,2,8.84,-0.005,0.024,0.058,8.6,0.794,13.69,0.001766049,0,0,0,1.6,0,0,0,0,0,0,0,0,0,341,38356,5.131092342,0.879834661,103.3065315
LZ30_8_19,8,wet,1,Pelagic,LZ30,LO8382,1,8.09,23.5,28.3,6.8,99,0.006,0.244,11.8,2.2,8.02,0.04,0.043,0.081,8.3,0.899,11.099,0.003187503,0,0,0,4.8,0,0,0,0,0,0,0,0,0,505,54494,5.322695393,0.855112126,99.59689752
LZ30_9_19,9,wet,1,Pelagic,LZ30,ELIZA2,0.4,0,0,29.8,18.3,91,0.02,0.824,19.8,2.5,7.69,0.052,0.028,0.093,8.2,1.09,11.72,0.009266372,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,1044,116286,6.046337424,0.86987463,182.6753189
LZ30_10_19,10,wet,1,Pelagic,LZ30,LO310,0.2,0,0,27,30.6,93,0.02,1.11,17.6,2.4,7.58,0.286,0.052,0.144,8.2,1.59,11.042,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,419,9925,5.348062736,0.885753075,117.9122053
LZ30_11_19,11,dry,1,Pelagic,LZ30,ELIZA23,0.3,9.39,25.1,26.4,20.3,102,0.016,0.416,7.39,2.6,7.88,0.382,0.068,0.12,8.3,1.27,10.583,2.33E-05,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,616,25085,5.685284662,0.885110707,159.6038636
LZ30_12_19,12,dry,1,Pelagic,LZ30,ELIZA23,0.3,0,0,18.1,23.7,102,0.019,0.56,4.97,2.6,8.98,0.26,0.039,0.11,8.2,1.28,11.636,0.000235114,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,538,15989,5.637463612,0.896563362,161.5448522
LZ30_1_20,1,dry,2,Pelagic,LZ30,ELIZA2,0.3,0,0,23.6,15.4,104,0.011,0.451,25.8,2.4,9.5,0.135,0.018,0.076,8.4,1.15,15.132,0.003605683,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,693,56732,5.734085259,0.876633383,137.7362482
LZ30_2_20,2,dry,2,Pelagic,LZ30,ELIZA2,0.3,7.38,23.4,18.1,28,100,0.013,0.544,8.74,2.2,9.22,0.219,0.041,0.114,8.1,1.26,11.053,0.001116344,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,985,189086,5.690574011,0.825601316,104.6827292
LZ30_3_20,3,dry,2,Pelagic,LZ30,ELIZA3,0.2,9.38,25,20.2,29,106,0.01,-0.24,4.99,2.4,9.05,0.434,0.067,0.134,8,1.39,10.373,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,123,17443,4.117840245,0.855711241,36.28108823
LZ30_4_20,4,dry,2,Pelagic,LZ30,UNK,0.3,10.6,27.3,26.1,24.3,106,-0.005,0.295,7.13,2.1,8.06,0.461,0.079,0.138,8.3,1.45,10.507,8.26E-05,-0.25,-0.25,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,462,18087,5.330917383,0.868855187,94.83782519
LZ30_5_20,5,wet,2,Pelagic,LZ30,UNK,0.3,10.2,26.8,27.2,25.4,108,0.011,0.789,30.5,2.1,9.15,0.287,0.066,0.17,8.6,1.38,8.118,0.001039169,-0.25,0.75,-0.25,0,0,0,1.1,-0.25,32,-0.25,-0.25,-0.25,-0.25,98,14719,4.038167662,0.880740743,36.91238884
LZ30_6_20,6,wet,2,Pelagic,LZ30,UNK,0.2,9.9,26.6,28.9,20.2,107,0.011,1.7,10.2,2,7.49,0.252,0.08,0.137,8.4,1.15,8.394,0.000165118,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.7,-0.25,-0.25,-0.25,-0.25,156,23189,4.550424732,0.901099898,67.10070964
LZ30_7_20,7,wet,2,Pelagic,LZ30,UNK,1,6.71,26.6,30,8.1,107,0.013,0.322,7.32,2.4,7.69,0.025,0.056,0.086,8.3,0.848,9.86,0.002058595,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,387,42122,4.928314529,0.827117029,69.60574166
LZ30_8_20,8,wet,2,Pelagic,LZ30,UNK,0.3,9.17,25.5,29.6,13.7,97,0.01,0.444,8.3,2.3,6.9,0.161,0.058,0.102,8.2,1.05,10.294,0.000213577,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,528,29570,5.477119614,0.873669723,131.7378426
LZ30_9_20,9,wet,2,Pelagic,LZ30,UNK,0.3,7.94,22,29,7.2,90,0.008,0.185,7.44,2.6,7.5,0.192,0.052,0.089,8,0.99,11.124,0.002401396,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,0.52,-0.25,-0.25,-0.25,-0.25,765,58123,5.855234842,0.881828966,177.0831342
LZ30_10_20,10,wet,2,Pelagic,LZ30,UNK,0.3,8.23,21.5,27.5,21.2,96,0.008,0.413,6.52,2.5,7.73,0.176,0.056,0.112,8.1,1.06,9.464,0.018618892,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,6,-0.25,-0.25,-0.25,-0.25,898,65740,5.455205894,0.802216097,34.49405449
LZ30_11_20,11,dry,2,Pelagic,LZ30,PAIS1,0.2,9.28,22.9,23.6,58.7,96,0.005,0.504,6.98,4.1,8.36,0.29,0.066,0.19,8.3,1.54,8.105,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,1072,55007,6.297445079,0.902564304,246.6050354
LZ30_12_20,12,dry,2,Pelagic,LZ30,PAIS1,0.4,7.89,20.4,20.3,19.1,91,0.01,0.378,11.3,3.4,9.64,0.303,0.061,0.117,8.4,1.19,10.171,0.000193835,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,353,25321,5.117041665,0.87225254,82.202554
LZ30_1_21,1,dry,3,Pelagic,LZ30,PAIS3,0.2,8.51,20,18.4,54.3,95,0.008,0.4,7.03,3.5,9.23,0.431,0.066,0.194,8.2,1.73,8.918,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,720,25764,5.772739871,0.877415938,137.6831525
LZ30_2_21,2,dry,3,Pelagic,LZ30,PAIS1,0.2,8.89,19.7,21.4,30.1,95,0.008,0.32,19.6,3.1,9.43,0.354,0.063,0.11,8.4,1.4,12.727,0,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,383,21569,5.110920876,0.859262073,79.04295236
LZ30_3_21,3,dry,3,Pelagic,LZ30,PAIS1,0.2,9.17,22.4,19.8,58.4,103,0.005,0.68,8.44,2.7,6.27,0.406,0.076,0.204,8.1,1.71,8.382,5.38E-05,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,962,52381,6.024158037,0.877004712,161.8783648
LZ30_4_21,4,dry,3,Pelagic,LZ30,PAIS3,0.4,9.59,22.5,21.6,32.5,100,0.015,0.368,8.22,3,8.81,0.382,0.073,0.15,8.4,1.37,9.133,0.003261088,-0.25,-0.5,-0.25,0,-0.25,-0.25,-0.25,-0.25,1.1,-0.25,-0.25,-0.25,-0.25,865,39747,5.647320638,0.835065284,94.29753368
LZ30_5_21,5,wet,3,Pelagic,LZ30,PAIS1,0.2,10.1,22.2,27.7,26.7,96,0.009,0.39,10.7,3,7.95,0.301,0.072,0.138,8.4,0.671,4.862,0.052803782,-0.1,-0.5,-0.25,0,-0.25,-0.25,0.26,-0.1,25,-0.25,-0.1,-0.25,-0.1,287,65331,3.118876812,0.55108872,4.624162542
LZ30_6_21,6,wet,3,Pelagic,LZ30,PAIS3,0.2,9.68,23,28,30.2,103,0.009,0.252,6.34,2.4,6.79,0.216,0.076,0.15,8.2,1.13,7.533,6.64E-05,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,752,29728,5.78658031,0.873744632,159.5387368
LZ30_7_21,7,wet,3,Pelagic,LZ30,PAIS2,0.3,9.58,23,27.5,26.5,100,0.016,0.832,7.78,2.55,7.56,0.119,0.064,0.13,8.4,1.02,7.846,0.007252645,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,0.79,-0.25,-0.1,-0.25,-0.1,516,63807,5.223083038,0.836214178,74.06098995
LZ30_8_21,8,wet,3,Pelagic,LZ30,PAIS2,0.4,3.03,22.6,28.3,18.4,106,0.021,0.499,3.59,2.7,7.34,0.042,0.042,0.092,8.3,0.906,9.848,0.000134607,-0.1,-0.5,-0.25,0,-0.25,-0.25,-0.1,-0.1,-0.25,-0.25,-0.1,-0.25,-0.1,552,51535,5.489044466,0.869407253,123.5316267
LZ30_10_21,10,wet,3,Pelagic,LZ30,PAIS3,0.4,9.5,21.8,27.7,10.5,98,-0.005,0.243,13,3.6,8.16,0.035,0.056,0.096,8.3,0.915,9.531,0.006733958,-0.1,-0.5,-0.25,0,-0.25,-0.25,0.15,-0.1,15,-0.25,-0.1,-0.25,-0.1,648,40630,5.432666628,0.83916564,68.2470553
LZ40_3_19,3,dry,1,Pelagic,LZ40,ELIZA2,0.2,10.5,22.2,22.3,58.1,112,0.016,0.288,4.44,3.6,8.63,0.343,0.061,0.16,8.2,1.31,8.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,53592,5.348133719,0.829310815,58.37217961
LZ40_4_19,4,dry,1,Pelagic,LZ40,ELIZA2,0.2,0,0,23,49.4,109,0.01,0.352,10.3,3.4,8.52,0.257,0.063,0.151,8.3,1.31,8.675,0.000400233,0,0,0,0,0,0,0,0,0,0,0,0,0,648,60979,5.617985098,0.867791157,115.3383729
LZ40_5_19,5,wet,1,Pelagic,LZ40,ELIZA2,0.3,11.8,23.6,26.9,57.5,111,0.01,0.344,5.93,3.2,7.76,0.33,0.079,0.171,8.3,1.27,7.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,39931,5.578983197,0.86321488,100.7143403
LZ40_6_19,6,wet,1,Pelagic,LZ40,LO22,0.3,0,0,29.4,36,113,0.01,0.556,10.1,3.09,7.12,0.087,0.057,0.138,8.2,1.12,8.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,16197,4.432426911,0.859154759,44.84844349
LZ40_7_19,7,wet,1,Pelagic,LZ40,LO310,0.25,0,0,28.4,59.8,115,0.005,0.715,9.41,2.7,7.13,0.115,0.059,0.186,8.1,1.3,6.989,0.000184861,0,0,0,0,0,0,0,0,0,0,0,0,0,833,42821,5.925494799,0.88111006,172.7440037
LZ40_8_19,8,wet,1,Pelagic,LZ40,LO8382,0.3,6.83,24.8,29.1,22.3,109,0.009,0.296,13.1,3.3,7.85,0.078,0.056,0.116,8.2,0.965,8.319,5.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,797,50086,5.585819969,0.836093619,79.53021439
LZ40_9_19,9,wet,1,Pelagic,LZ40,NOAA,0.1,0,0,29.7,36,97,0.016,0.693,16.9,4.1,7.36,0.148,0.056,0.149,8.2,1.13,7.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,27324,5.131825659,0.868610971,77.14715206
LZ40_11_19,11,dry,1,Pelagic,LZ40,ELIZA23,0.2,8.99,24.4,27.1,50.2,102,0.015,0.728,7.38,3.9,7.87,0.369,0.058,0.154,8.2,1.44,9.351,8.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,806,31088,5.86116406,0.875835433,143.0967966
LZ40_12_19,12,dry,1,Pelagic,LZ40,ELIZA23,0.1,0,0,19.3,214,116,0.008,1.64,8.9,3.8,8.46,0.371,0.054,0.396,8,2.64,6.667,2.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,803,22713,6.083397492,0.909550667,230.0914152
LZ40_1_20,1,dry,2,Pelagic,LZ40,ELIZA2,0.1,0,0,21.2,57.1,100,0.011,0.436,4.34,3.8,8.8,0.359,0.061,0.063,8.1,1.06,16.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,82874,5.871868423,0.871435965,149.9769355
LZ40_2_20,2,dry,2,Pelagic,LZ40,ELIZA2,0.15,9.98,24.9,17.7,70.1,110,0.007,0.508,6.42,3.8,9.5,0.344,0.099,0.181,8.2,1.7,9.392,0.000594067,0,0,0,0,0,0,0,0,0,0,0,0,0,622,46697,5.670294075,0.88144674,131.4165904
LZ40_3_20,3,dry,2,Pelagic,LZ40,ELIZA3,0.15,9.62,25.4,20.4,55.1,108,0.012,-0.36,3.86,3.8,9.1,0.385,0.067,0.171,8.1,1.45,8.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,20563,4.143934582,0.858257107,38.47770195
LZ40_4_20,4,dry,2,Pelagic,LZ40,UNK,0.2,9.84,26.4,25.5,61.4,113,0.006,0.328,11.1,3.4,8.09,0.322,0.07,0.175,8.2,1.49,8.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,16610,5.40840721,0.862189264,89.74213766
LZ40_5_20,5,wet,2,Pelagic,LZ40,UNK,0.3,10.7,26.9,25.8,46.3,110,0.013,0.442,24.8,3.3,8.22,0.331,0.079,0.181,8.3,1.47,8.122,0,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,216,34130,4.724718507,0.878971869,67.87924774
LZ40_6_20,6,wet,2,Pelagic,LZ40,UNK,0.2,8.48,27.3,28.7,62.5,118,0.006,2.01,38.3,3.5,7.22,0.213,0.048,0.182,8.2,2.06,11.319,0.00038049,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,7.6,-0.25,-0.25,-0.25,-0.25,151,19484,4.353174325,0.867636342,40.18952731
LZ40_7_20,7,wet,2,Pelagic,LZ40,UNK,0.3,9.33,25.1,30.5,22,106,0.019,0.477,12.2,3.6,7.71,0.045,0.05,0.117,8.2,0.981,8.385,0.003550045,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,6.2,-0.25,-0.25,-0.25,-0.25,451,18887,5.16580154,0.845263707,54.30736917
LZ40_8_20,8,wet,2,Pelagic,LZ40,UNK,0.2,9.06,24.8,30.7,25.2,104,0.006,0.443,31.9,3.6,7.54,0.052,0.056,0.148,8.2,1.18,7.973,0.018882723,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,24,-0.25,-0.25,-0.25,-0.25,475,39270,4.411901908,0.71583264,12.55167986
LZ40_9_20,9,wet,2,Pelagic,LZ40,UNK,0.3,9.28,24.8,29.1,17.8,102,0.006,0.368,23.5,4,7.29,0.033,0.052,0.127,8.1,1.39,10.945,0.072386463,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,11,-0.25,-0.25,-0.25,-0.25,658,111125,4.153343881,0.640038945,7.495317276
LZ40_10_20,10,wet,2,Pelagic,LZ40,UNK,0.2,8.76,23.4,28.3,53.9,103,0.014,2,87.6,3.5,9.39,0.133,0.041,0.216,8.4,3.29,15.231,0.069821744,-0.25,-0.5,-0.25,0,0,0,-0.25,-0.25,52,-0.25,-0.25,-0.25,-0.25,704,95900,4.030218627,0.61466446,6.187212864
LZ40_12_20,12,dry,2,Pelagic,LZ40,PAIS1,0.3,8.9,20.7,20.2,36.1,94,0.01,0.32,3.9,4.7,9.33,0.375,0.063,0.153,8.2,1.31,8.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,23789,5.079812075,0.85440752,59.93958353
LZ40_1_21,1,dry,3,Pelagic,LZ40,PAIS1,0.1,9.24,20.8,18.6,77,104,0.012,0.395,4.52,4.7,9.21,0.432,0.067,0.213,8.2,1.73,8.122,5.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,742,44166,5.679588594,0.859326446,97.45891751
LZ40_2_21,2,dry,3,Pelagic,LZ40,PAIS1,0.1,9.32,20.1,19.8,37,98,0.006,0.224,4.11,4.6,10,0.376,0.072,0.122,8.5,1.34,10.984,7.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,410,40557,4.942462378,0.821531461,54.90089737
LZ40_3_21,3,dry,3,Pelagic,LZ40,PAIS1,0.2,8.99,22,19.4,134,122,0.008,0.768,5.79,3.2,9.03,0.371,0.073,0.303,8,1.93,6.37,0.000132813,0,0,0,0,0,0,0,0,0,0,0,0,0,764,39275,5.912836726,0.890679573,188.4197986
